Datum;Omschrijving;Debet;Credit;Referentie
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-153 - Sumatraplantsoen 38-D (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-154 - Sumatrastraat 231-D (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-156 - Sumatrastraat 227-C (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-157 - Sumatrastraat 225-D (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-159 - Molukkenstraat 543 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-162 - Molukkenstraat 537 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-163 - Molukkenstraat 535 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-170 - Molukkenstraat 521 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-172 - Molukkenstraat 517 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-174 - Molukkenstraat 513 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-175 - Molukkenstraat 435 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-178 - Tidorestraat 122 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-179 - Tidorestraat 108 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-181 - Tidorestraat 124 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-184 - Tidorestraat 118 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-185 - Tidorestraat 126 (Woning met berging)";;€20,27;
01-09-2023;"VF:181 - VvE-bijdrage sep-2023; A-186 - Tidorestraat 106 (Woning met berging)";;€20,27;
01-09-2023;"VF:182 - VvE-bijdrage sep-2023; A-149 - Sumatraplantsoen 30-C (Woning met berging)";;€20,27;
01-09-2023;"VF:183 - VvE-bijdrage sep-2023; A-122 - Molukkenstraat 481 (Woning met berging)";;€20,27;
01-09-2023;"VF:184 - VvE-bijdrage sep-2023; A-106 - Sumatrastraat 227-B (Woning met berging)";;€20,27;
01-09-2023;"VF:185 - VvE-bijdrage sep-2023; A-110 - Sumatrastraat 221-D (Woning met berging)";;€20,27;
01-09-2023;"VF:186 - VvE-bijdrage sep-2023; A-004 - Molukkenstraat 493 (Woning met berging)";;€20,27;
01-09-2023;"VF:187 - VvE-bijdrage sep-2023; A-161 - Molukkenstraat 539 (Woning met berging)";;€20,27;
01-09-2023;"VF:188 - VvE-bijdrage sep-2023; A-137 - Tidorestraat 86 (Woning met berging)";;€20,27;
01-09-2023;"VF:189 - VvE-bijdrage sep-2023; A-141 - Tidorestraat 112 (Woning met berging)";;€20,27;
01-09-2023;"VF:190 - VvE-bijdrage sep-2023; A-108 - Sumatrastraat 223-D (Woning met berging)";;€20,27;
01-09-2023;"VF:191 - VvE-bijdrage sep-2023; A-048 - Tidorestraat 62 (Woning met berging)";;€20,27;
01-09-2023;"VF:192 - VvE-bijdrage sep-2023; A-010 - Molukkenstraat 437 (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:193 - VvE-bijdrage sep-2023; A-167 - Molukkenstraat 527 (Woning met berging)";;€20,27;
01-09-2023;"VF:194 - VvE-bijdrage sep-2023; A-119 - Molukkenstraat 491 (Woning met berging)";;€20,27;
01-09-2023;"VF:195 - VvE-bijdrage sep-2023; A-105 - Sumatrastraat 229-C (Woning met berging)";;€20,27;
01-09-2023;"VF:196 - VvE-bijdrage sep-2023; A-138 - Tidorestraat 96 (Woning met berging)";;€20,27;
01-09-2023;"VF:197 - VvE-bijdrage sep-2023; A-111 - Sumatrastraat 221-E (Woning met berging)";;€20,27;
01-09-2023;"VF:198 - VvE-bijdrage sep-2023; A-187 - Tidorestraat 120 (Woning met berging)";;€20,27;
01-09-2023;"VF:199 - VvE-bijdrage sep-2023; A-160 - Molukkenstraat 541 (Woning met berging)";;€20,27;
01-09-2023;"VF:200 - VvE-bijdrage sep-2023; A-061 - Sumatraplantsoen 30-A (Woning met berging)";;€20,27;
01-09-2023;"VF:201 - VvE-bijdrage sep-2023; A-139 - Tidorestraat 98 (Woning met berging)";;€20,27;
01-09-2023;"VF:202 - VvE-bijdrage sep-2023; A-113 - Sumatrastraat 219-D (Woning met berging)";;€20,27;
01-09-2023;"VF:203 - VvE-bijdrage sep-2023; A-080 - Molukkenstraat 461 (Woning met berging)";;€20,27;
01-09-2023;"VF:204 - VvE-bijdrage sep-2023; A-037 - Molukkenstraat 497 (Woning met berging)";;€20,27;
01-09-2023;"VF:205 - VvE-bijdrage sep-2023; A-182 - Tidorestraat 104 (Woning met berging)";;€20,27;
01-09-2023;"VF:206 - VvE-bijdrage sep-2023; A-063 - Sumatraplantsoen 34-B (Woning met berging)";;€20,27;
01-09-2023;"VF:207 - VvE-bijdrage sep-2023; A-011 - Molukkenstraat 411 (Woning met berging)";;€20,27;
01-09-2023;"VF:208 - VvE-bijdrage sep-2023; A-099 - Sumatraplantsoen 30-B (Woning met berging)";;€20,27;
01-09-2023;"VF:209 - VvE-bijdrage sep-2023; A-109 - Sumatrastraat 223-C (Woning met berging)";;€20,27;
01-09-2023;"VF:210 - VvE-bijdrage sep-2023; A-115 - Sumatrastraat 217-E (Woning met berging)";;€20,27;
01-09-2023;"VF:211 - VvE-bijdrage sep-2023; A-064 - Sumatraplantsoen 36-B (Woning met berging)";;€20,27;
01-09-2023;"VF:212 - VvE-bijdrage sep-2023; A-183 - Tidorestraat 110 (Woning met berging)";;€20,27;
01-09-2023;"VF:213 - VvE-bijdrage sep-2023; A-114 - Sumatrastraat 217-D (Woning met berging)";;€20,27;
01-09-2023;"VF:214 - VvE-bijdrage sep-2023; A-022 - Sumatraplantsoen 24-A (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:215 - VvE-bijdrage sep-2023; A-102 - Sumatraplantsoen 36-C (Woning met berging)";;€20,27;
01-09-2023;"VF:216 - VvE-bijdrage sep-2023; A-013 - Tidorestraat 60 (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:217 - VvE-bijdrage sep-2023; A-021 - Sumatraplantsoen 22-A (Woning met berging)";;€20,27;
01-09-2023;"VF:218 - VvE-bijdrage sep-2023; A-173 - Molukkenstraat 515 (Woning met berging)";;€20,27;
01-09-2023;"VF:219 - VvE-bijdrage sep-2023; A-177 - Molukkenstraat 431 (Woning met berging)";;€20,27;
01-09-2023;"VF:220 - VvE-bijdrage sep-2023; A-176 - Molukkenstraat 433 (Woning met berging)";;€20,27;
01-09-2023;"VF:221 - VvE-bijdrage sep-2023; A-030 - Sumatrastraat 229-A (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:222 - VvE-bijdrage sep-2023; A-145 - Sumatraplantsoen 22-D (Woning met berging)";;€20,27;
01-09-2023;"VF:223 - VvE-bijdrage sep-2023; A-158 - Molukkenstraat 545 (Woning met berging)";;€20,27;
01-09-2023;"VF:224 - VvE-bijdrage sep-2023; A-016 - Tidorestraat 90 (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:225 - VvE-bijdrage sep-2023; A-180 - Tidorestraat 116 (Woning met berging)";;€20,27;
01-09-2023;"VF:226 - VvE-bijdrage sep-2023; A-133 - Tidorestraat 66 (Woning met berging)";;€20,27;
01-09-2023;"VF:227 - VvE-bijdrage sep-2023; A-003 - Sumatrastraat 217-A (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:228 - VvE-bijdrage sep-2023; A-171 - Molukkenstraat 519 (Woning met berging)";;€20,27;
01-09-2023;"VF:229 - VvE-bijdrage sep-2023; A-117 - Molukkenstraat 509 (Woning met berging)";;€20,27;
01-09-2023;"VF:230 - VvE-bijdrage sep-2023; A-121 - Molukkenstraat 479 (Woning met berging)";;€20,27;
01-09-2023;"VF:231 - VvE-bijdrage sep-2023; A-136 - Tidorestraat 88-A/B (Woning met berging)";;€20,27;
01-09-2023;"VF:232 - VvE-bijdrage sep-2023; A-155 - Sumatrastraat 229-D (Woning met berging)";;€20,27;
01-09-2023;"VF:233 - VvE-bijdrage sep-2023; A-151 - Sumatraplantsoen 34-D (Woning met berging)";;€20,27;
01-09-2023;"VF:234 - VvE-bijdrage sep-2023; A-128 - Molukkenstraat 445 (Woning met berging)";;€20,27;
01-09-2023;"VF:235 - VvE-bijdrage sep-2023; A-045 - Molukkenstraat 417 (Woning met berging)";;€20,27;
01-09-2023;"VF:236 - VvE-bijdrage sep-2023; A-026 - Sumatraplantsoen 34-A (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:237 - VvE-bijdrage sep-2023; A-165 - Molukkenstraat 531 (Woning met berging)";;€20,27;
01-09-2023;"VF:238 - VvE-bijdrage sep-2023; A-046 - Molukkenstraat 415 (Woning met berging)";;€20,27;
01-09-2023;"VF:239 - VvE-bijdrage sep-2023; A-075 - Molukkenstraat 503 (Woning met berging)";;€20,27;
01-09-2023;"VF:240 - VvE-bijdrage sep-2023; A-169 - Molukkenstraat 523 (Woning met berging)";;€20,27;
01-09-2023;"VF:241 - VvE-bijdrage sep-2023; A-112 - Sumatrastraat 219-E (Woning met berging)";;€20,27;
01-09-2023;"VF:242 - VvE-bijdrage sep-2023; A-120 - Molukkenstraat 489 (Woning met berging)";;€20,27;
01-09-2023;"VF:243 - VvE-bijdrage sep-2023; A-039 - Molukkenstraat 485 (Woning met berging)";;€20,27;
01-09-2023;"VF:244 - VvE-bijdrage sep-2023; A-023 - Sumatraplantsoen 26-A (Woning met berging en tuin)";;€20,27;
01-09-2023;"VF:245 - VvE-bijdrage sep-2023; A-168 - Molukkenstraat 525 (Woning met berging)";;€20,27;
01-09-2023;"VF:246 - VvE-bijdrage sep-2023; A-152 - Sumatraplantsoen 36-D (Woning met berging)";;€20,27;
01-09-2023;"VF:247 - VvE-bijdrage sep-2023; A-057 - Sumatraplantsoen 22-B (Woning met berging)";;€20,27;
01-09-2023;"VF:248 - VvE-bijdrage sep-2023; A-071 - Sumatrastraat 221-C (Woning met berging)";;€20,27;
01-10-2023;"VF:251 - VvE-bijdrage okt-2023; A-129 - Molukkenstraat 429 (Woning met berging)";;€20,27;
01-10-2023;"VF:252 - VvE-bijdrage okt-2023; A-135 - Tidorestraat 78 (Woning met berging)";;€20,27;
01-10-2023;"VF:253 - VvE-bijdrage okt-2023; A-012 - Tidorestraat 58 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:254 - VvE-bijdrage okt-2023; A-166 - Molukkenstraat 529 (Woning met berging)";;€20,27;
01-10-2023;"VF:255 - VvE-bijdrage okt-2023; A-125 - Molukkenstraat 455 (Woning met berging)";;€20,27;
01-10-2023;"VF:256 - VvE-bijdrage okt-2023; A-127 - Molukkenstraat 443 (Woning met berging)";;€20,27;
01-10-2023;"VF:257 - VvE-bijdrage okt-2023; A-083 - Molukkenstraat 423 (Woning met berging)";;€20,27;
01-10-2023;"VF:258 - VvE-bijdrage okt-2023; A-126 - Molukkenstraat 453 (Woning met berging)";;€20,27;
01-10-2023;"VF:259 - VvE-bijdrage okt-2023; A-009 - Molukkenstraat 447 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:260 - VvE-bijdrage okt-2023; A-070 - Sumatrastraat 223-B (Woning met berging)";;€20,27;
01-10-2023;"VF:261 - VvE-bijdrage okt-2023; A-059 - Sumatraplantsoen 26-B (Woning met berging)";;€20,27;
01-10-2023;"VF:262 - VvE-bijdrage okt-2023; A-164 - Molukkenstraat 533 (Woning met berging)";;€20,27;
01-10-2023;"VF:263 - VvE-bijdrage okt-2023; A-052 - Tidorestraat 102 (Woning met berging)";;€20,27;
01-10-2023;"VF:264 - VvE-bijdrage okt-2023; A-076 - Molukkenstraat 501 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-001 - Sumatrastraat 221-A (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-002 - Sumatrastraat 219-A (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-005 - Molukkenstraat 483 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-006 - Molukkenstraat 473 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-007 - Molukkenstraat 465 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-008 - Molukkenstraat 457 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-014 - Tidorestraat 70 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-015 - Tidorestraat 80 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-017 - Tidorestraat 100 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-018 - Tidorestraat 114 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-020 - Sumatraplantsoen 20-A (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-024 - Sumatraplantsoen 28-A (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-025 - Sumatraplantsoen 32-A (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-027 - Sumatraplantsoen 36-A (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-028 - Sumatraplantsoen 38-A (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-029 - Sumatrastraat 231-A (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-031 - Sumatrastraat 225-A (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-032 - Sumatrastraat 223-A (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-033 - Sumatrastraat 221-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-034 - Sumatrastraat 219-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-035 - Sumatrastraat 217-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-036 - Molukkenstraat 499 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-038 - Molukkenstraat 495 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-040 - Molukkenstraat 475 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-041 - Molukkenstraat 467 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-042 - Molukkenstraat 459 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-043 - Molukkenstraat 449 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-044 - Molukkenstraat 439 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-047 - Molukkenstraat 413 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-049 - Tidorestraat 72 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-050 - Tidorestraat 82 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-051 - Tidorestraat 92 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-056 - Sumatraplantsoen 20-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-058 - Sumatraplantsoen 24-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-060 - Sumatraplantsoen 28-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-062 - Sumatraplantsoen 32-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-065 - Sumatraplantsoen 38-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-066 - Sumatrastraat 231-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-067 - Sumatrastraat 229-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-068 - Sumatrastraat 227-A (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-069 - Sumatrastraat 225-B (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-072 - Sumatrastraat 219-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-073 - Sumatrastraat 217-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-074 - Molukkenstraat 505 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-077 - Molukkenstraat 487 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-078 - Molukkenstraat 477 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-079 - Molukkenstraat 469 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-081 - Molukkenstraat 451 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-082 - Molukkenstraat 441 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-084 - Molukkenstraat 421 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-085 - Molukkenstraat 419 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-086 - Tidorestraat 64 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-087 - Tidorestraat 74 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-088 - Tidorestraat 84 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-089 - Tidorestraat 94 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-094 - Sumatraplantsoen 20-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-095 - Sumatraplantsoen 22-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-096 - Sumatraplantsoen 24-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-097 - Sumatraplantsoen 26-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-098 - Sumatraplantsoen 28-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-100 - Sumatraplantsoen 32-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-101 - Sumatraplantsoen 34-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-103 - Sumatraplantsoen 38-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-104 - Sumatrastraat 231-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-107 - Sumatrastraat 225-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-116 - Molukkenstraat 511 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-118 - Molukkenstraat 507 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-123 - Molukkenstraat 471-A/B/C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-124 - Molukkenstraat 463-A/B/C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-130 - Molukkenstraat 427 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-131 - Molukkenstraat 425 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-132 - Tidorestraat 68 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-134 - Tidorestraat 76 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-143 - Tidorestraat 128 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-144 - Sumatraplantsoen 20-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-146 - Sumatraplantsoen 24-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-147 - Sumatraplantsoen 26-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-148 - Sumatraplantsoen 28-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-150 - Sumatraplantsoen 32-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-153 - Sumatraplantsoen 38-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-154 - Sumatrastraat 231-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-156 - Sumatrastraat 227-C (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-157 - Sumatrastraat 225-D (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-159 - Molukkenstraat 543 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-162 - Molukkenstraat 537 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-163 - Molukkenstraat 535 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-170 - Molukkenstraat 521 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-172 - Molukkenstraat 517 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-174 - Molukkenstraat 513 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-175 - Molukkenstraat 435 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-178 - Tidorestraat 122 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-179 - Tidorestraat 108 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-181 - Tidorestraat 124 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-184 - Tidorestraat 118 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-185 - Tidorestraat 126 (Woning met berging)";;€20,27;
01-10-2023;"VF:265 - VvE-bijdrage okt-2023; A-186 - Tidorestraat 106 (Woning met berging)";;€20,27;
01-10-2023;"VF:266 - VvE-bijdrage okt-2023; A-149 - Sumatraplantsoen 30-C (Woning met berging)";;€20,27;
01-10-2023;"VF:267 - VvE-bijdrage okt-2023; A-122 - Molukkenstraat 481 (Woning met berging)";;€20,27;
01-10-2023;"VF:268 - VvE-bijdrage okt-2023; A-106 - Sumatrastraat 227-B (Woning met berging)";;€20,27;
01-10-2023;"VF:269 - VvE-bijdrage okt-2023; A-110 - Sumatrastraat 221-D (Woning met berging)";;€20,27;
01-10-2023;"VF:270 - VvE-bijdrage okt-2023; A-004 - Molukkenstraat 493 (Woning met berging)";;€20,27;
01-10-2023;"VF:271 - VvE-bijdrage okt-2023; A-161 - Molukkenstraat 539 (Woning met berging)";;€20,27;
01-10-2023;"VF:272 - VvE-bijdrage okt-2023; A-137 - Tidorestraat 86 (Woning met berging)";;€20,27;
01-10-2023;"VF:273 - VvE-bijdrage okt-2023; A-141 - Tidorestraat 112 (Woning met berging)";;€20,27;
01-10-2023;"VF:274 - VvE-bijdrage okt-2023; A-108 - Sumatrastraat 223-D (Woning met berging)";;€20,27;
01-10-2023;"VF:275 - VvE-bijdrage okt-2023; A-048 - Tidorestraat 62 (Woning met berging)";;€20,27;
01-10-2023;"VF:276 - VvE-bijdrage okt-2023; A-010 - Molukkenstraat 437 (Woning met berging en tuin)";;€20,27;
01-10-2023;"VF:277 - VvE-bijdrage okt-2023; A-167 - Molukkenstraat 527 (Woning met berging)";;€20,27;
01-10-2023;"VF:278 - VvE-bijdrage okt-2023; A-119 - Molukkenstraat 491 (Woning met berging)";;€20,27;
01-10-2023;"VF:279 - VvE-bijdrage okt-2023; A-105 - Sumatrastraat 229-C (Woning met berging)";;€20,27;
01-10-2023;"VF:280 - VvE-bijdrage okt-2023; A-138 - Tidorestraat 96 (Woning met berging)";;€20,27;
01-10-2023;"VF:281 - VvE-bijdrage okt-2023; A-111 - Sumatrastraat 221-E (Woning met berging)";;€20,27;
01-10-2023;"VF:282 - VvE-bijdrage okt-2023; A-187 - Tidorestraat 120 (Woning met berging)";;€20,27;
01-10-2023;"VF:283 - VvE-bijdrage okt-2023; A-160 - Molukkenstraat 541 (Woning met berging)";;€20,27;
01-10-2023;"VF:284 - VvE-bijdrage okt-2023; A-061 - Sumatraplantsoen 30-A (Woning met berging)";;€20,27;
01-10-2023;"VF:285 - VvE-bijdrage okt-2023; A-139 - Tidorestraat 98 (Woning met berging)";;€20,27;
01-10-2023;"VF:286 - VvE-bijdrage okt-2023; A-113 - Sumatrastraat 219-D (Woning met berging)";;€20,27;
01-10-2023;"VF:287 - VvE-bijdrage okt-2023; A-080 - Molukkenstraat 461 (Woning met berging)";;€20,27;
01-10-2023;"VF:288 - VvE-bijdrage okt-2023; A-037 - Molukkenstraat 497 (Woning met berging)";;€20,27;
01-10-2023;"VF:289 - VvE-bijdrage okt-2023; A-182 - Tidorestraat 104 (Woning met berging)";;€20,27;
01-10-2023;"VF:290 - VvE-bijdrage okt-2023; A-063 - Sumatraplantsoen 34-B (Woning met berging)";;€20,27;
01-10-2023;"VF:291 - VvE-bijdrage okt-2023; A-011 - Molukkenstraat 411 (Woning met berging)";;€20,27;
01-10-2023;"VF:292 - VvE-bijdrage okt-2023; A-099 - Sumatraplantsoen 30-B (Woning met berging)";;€20,27;
01-10-2023;"VF:293 - VvE-bijdrage okt-2023; A-109 - Sumatrastraat 223-C (Woning met berging)";;€20,27;
01-10-2023;"VF:294 - VvE-bijdrage okt-2023; A-115 - Sumatrastraat 217-E (Woning met berging)";;€20,27;
01-10-2023;"VF:295 - VvE-bijdrage okt-2023; A-064 - Sumatraplantsoen 36-B (Woning met berging)";;€20,27;
01-10-2023;"VF:296 - VvE-bijdrage okt-2023; A-183 - Tidorestraat 110 (Woning met berging)";;€20,27;
